1_year_treasury_bill,10_year_treasury_constant_maturity,time_period,federal_funds
0.25,3.39,2011-01-18,0.19
-9999.0,-9999.0,2011-01-17,0.16
,,2011-01-16,0.16
,,2011-01-15,0.16
0.26,3.35,2011-01-14,0.16
0.26,3.34,2011-01-13,0.16
0.26,3.4,2011-01-12,0.16
0.28,3.37,2011-01-11,0.17
0.27,3.32,2011-01-10,0.17
,,2011-01-09,0.17
,,2011-01-08,0.17
0.27,3.34,2011-01-07,0.17
0.28,3.44,2011-01-06,0.17
0.29,3.5,2011-01-05,0.18
0.26,3.36,2011-01-04,0.18
0.27,3.36,2011-01-03,0.19
,,2011-01-02,0.13
,,2011-01-01,0.13
0.27,3.3,2010-12-31,0.13
0.27,3.38,2010-12-30,0.19
0.28,3.35,2010-12-29,0.18
0.29,3.5,2010-12-28,0.18
0.3,3.36,2010-12-27,0.19
,,2010-12-26,0.19
,,2010-12-25,0.19
-9999.0,-9999.0,2010-12-24,0.19
0.29,3.41,2010-12-23,0.19
0.29,3.36,2010-12-22,0.19
0.29,3.35,2010-12-21,0.2
0.29,3.36,2010-12-20,0.21
,,2010-12-19,0.2
,,2010-12-18,0.2
0.29,3.33,2010-12-17,0.2
0.3,3.47,2010-12-16,0.2
0.3,3.53,2010-12-15,0.2
0.3,3.49,2010-12-14,0.19
0.27,3.29,2010-12-13,0.17
,,2010-12-12,0.16
,,2010-12-11,0.16
0.27,3.32,2010-12-10,0.16
0.28,3.23,2010-12-09,0.16
0.28,3.26,2010-12-08,0.17
0.26,3.15,2010-12-07,0.17
0.25,2.95,2010-12-06,0.18
,,2010-12-05,0.18
,,2010-12-04,0.18
0.25,3.03,2010-12-03,0.18
0.28,3.01,2010-12-02,0.19
0.27,2.97,2010-12-01,0.2
0.26,2.81,2010-11-30,0.2
0.27,2.84,2010-11-29,0.2
,,2010-11-28,0.2
,,2010-11-27,0.2
0.27,2.87,2010-11-26,0.2
-9999.0,-9999.0,2010-11-25,0.2
0.27,2.93,2010-11-24,0.2
0.25,2.77,2010-11-23,0.2
0.25,2.8,2010-11-22,0.19
,,2010-11-21,0.21
,,2010-11-20,0.21
0.26,2.88,2010-11-19,0.21
0.26,2.9,2010-11-18,0.2
0.26,2.89,2010-11-17,0.2
0.27,2.85,2010-11-16,0.21
0.27,2.92,2010-11-15,0.21
,,2010-11-14,0.19
,,2010-11-13,0.19
0.25,2.76,2010-11-12,0.19
-9999.0,-9999.0,2010-11-11,0.17
0.23,2.65,2010-11-10,0.17
0.23,2.72,2010-11-09,0.17
0.21,2.6,2010-11-08,0.18
,,2010-11-07,0.18
,,2010-11-06,0.18
0.21,2.58,2010-11-05,0.18
0.2,2.53,2010-11-04,0.19
0.21,2.67,2010-11-03,0.2
0.21,2.63,2010-11-02,0.2
0.21,2.66,2010-11-01,0.2
,,2010-10-31,0.2
,,2010-10-30,0.2
0.21,2.63,2010-10-29,0.2
0.22,2.69,2010-10-28,0.19
0.22,2.75,2010-10-27,0.19
0.22,2.67,2010-10-26,0.19
0.22,2.59,2010-10-25,0.19
,,2010-10-24,0.19
,,2010-10-23,0.19
0.21,2.59,2010-10-22,0.19
0.22,2.57,2010-10-21,0.19
0.22,2.51,2010-10-20,0.19
0.22,2.5,2010-10-19,0.19
0.22,2.52,2010-10-18,0.19
,,2010-10-17,0.2
,,2010-10-16,0.2
0.21,2.59,2010-10-15,0.2
0.21,2.52,2010-10-14,0.19
0.21,2.46,2010-10-13,0.18
0.2,2.44,2010-10-12,0.18
-9999.0,-9999.0,2010-10-11,0.18
,,2010-10-10,0.18
,,2010-10-09,0.18
0.2,2.41,2010-10-08,0.18
0.22,2.41,2010-10-07,0.18
0.23,2.41,2010-10-06,0.19
0.24,2.5,2010-10-05,0.2
0.25,2.5,2010-10-04,0.2
,,2010-10-03,0.2
,,2010-10-02,0.2
0.25,2.54,2010-10-01,0.2
0.26,2.53,2010-09-30,0.15
0.26,2.52,2010-09-29,0.19
0.25,2.48,2010-09-28,0.19
0.25,2.54,2010-09-27,0.19
,,2010-09-26,0.21
,,2010-09-25,0.21
0.25,2.62,2010-09-24,0.21
0.25,2.56,2010-09-23,0.2
0.25,2.56,2010-09-22,0.21
0.26,2.61,2010-09-21,0.2
0.25,2.72,2010-09-20,0.21
,,2010-09-19,0.21
,,2010-09-18,0.21
0.25,2.75,2010-09-17,0.21
0.24,2.77,2010-09-16,0.21
0.24,2.74,2010-09-15,0.21
0.25,2.68,2010-09-14,0.19
0.25,2.74,2010-09-13,0.18
,,2010-09-12,0.18
,,2010-09-11,0.18
0.25,2.81,2010-09-10,0.18
0.24,2.77,2010-09-09,0.18
0.23,2.66,2010-09-08,0.19
0.24,2.61,2010-09-07,0.2
-9999.0,-9999.0,2010-09-06,0.19
,,2010-09-05,0.19
,,2010-09-04,0.19
0.24,2.72,2010-09-03,0.19
0.24,2.63,2010-09-02,0.19
0.24,2.58,2010-09-01,0.19
0.24,2.47,2010-08-31,0.21
0.25,2.54,2010-08-30,0.19
,,2010-08-29,0.19
,,2010-08-28,0.19
0.26,2.66,2010-08-27,0.19
0.25,2.5,2010-08-26,0.19
0.26,2.54,2010-08-25,0.19
0.27,2.5,2010-08-24,0.19
0.24,2.6,2010-08-23,0.19
,,2010-08-22,0.2
,,2010-08-21,0.2
0.24,2.62,2010-08-20,0.2
0.24,2.58,2010-08-19,0.19
0.24,2.64,2010-08-18,0.19
0.24,2.64,2010-08-17,0.2
0.24,2.58,2010-08-16,0.2
,,2010-08-15,0.19
,,2010-08-14,0.19
0.24,2.68,2010-08-13,0.19
0.24,2.74,2010-08-12,0.18
0.24,2.72,2010-08-11,0.17
0.24,2.79,2010-08-10,0.18
0.25,2.86,2010-08-09,0.18
,,2010-08-08,0.18
,,2010-08-07,0.18
0.24,2.86,2010-08-06,0.18
0.26,2.94,2010-08-05,0.19
0.27,2.98,2010-08-04,0.19
0.26,2.94,2010-08-03,0.19
0.27,2.99,2010-08-02,0.19
,,2010-08-01,0.18
,,2010-07-31,0.18
0.28,2.94,2010-07-30,0.18
0.29,3.03,2010-07-29,0.19
0.3,3.03,2010-07-28,0.2
0.3,3.08,2010-07-27,0.19
0.27,3.03,2010-07-26,0.19
,,2010-07-25,0.19
,,2010-07-24,0.19
0.25,3.02,2010-07-23,0.19
0.25,2.96,2010-07-22,0.18
0.25,2.9,2010-07-21,0.18
0.25,2.98,2010-07-20,0.18
0.26,2.99,2010-07-19,0.19
,,2010-07-18,0.19
,,2010-07-17,0.19
0.26,2.96,2010-07-16,0.19
0.26,3.0,2010-07-15,0.19
0.26,3.07,2010-07-14,0.17
0.29,3.15,2010-07-13,0.17
0.29,3.08,2010-07-12,0.17
,,2010-07-11,0.18
,,2010-07-10,0.18
0.29,3.07,2010-07-09,0.18
0.29,3.04,2010-07-08,0.17
0.3,3.0,2010-07-07,0.18
0.31,2.95,2010-07-06,0.18
-9999.0,-9999.0,2010-07-05,0.18
,,2010-07-04,0.18
,,2010-07-03,0.18
0.3,3.0,2010-07-02,0.18
0.31,2.96,2010-07-01,0.17
0.31,2.97,2010-06-30,0.09
0.31,2.97,2010-06-29,0.15
0.28,3.05,2010-06-28,0.17
,,2010-06-27,0.16
,,2010-06-26,0.16
0.27,3.12,2010-06-25,0.16
0.27,3.14,2010-06-24,0.16
0.28,3.13,2010-06-23,0.17
0.27,3.18,2010-06-22,0.18
0.27,3.26,2010-06-21,0.17
,,2010-06-20,0.18
,,2010-06-19,0.18
0.28,3.24,2010-06-18,0.18
0.26,3.21,2010-06-17,0.19
0.28,3.27,2010-06-16,0.19
0.29,3.32,2010-06-15,0.19
0.29,3.28,2010-06-14,0.18
,,2010-06-13,0.18
,,2010-06-12,0.18
0.29,3.24,2010-06-11,0.18
0.33,3.33,2010-06-10,0.18
0.32,3.2,2010-06-09,0.18
0.33,3.18,2010-06-08,0.19
0.34,3.17,2010-06-07,0.19
,,2010-06-06,0.19
,,2010-06-05,0.19
0.33,3.2,2010-06-04,0.19
0.37,3.39,2010-06-03,0.19
0.37,3.35,2010-06-02,0.2
0.32,3.29,2010-06-01,0.2
-9999.0,-9999.0,2010-05-31,0.19
,,2010-05-30,0.19
,,2010-05-29,0.19
0.32,3.31,2010-05-28,0.19
0.34,3.34,2010-05-27,0.2
0.34,3.21,2010-05-26,0.2
0.33,3.18,2010-05-25,0.21
0.33,3.23,2010-05-24,0.21
,,2010-05-23,0.2
,,2010-05-22,0.2
0.33,3.2,2010-05-21,0.2
0.32,3.25,2010-05-20,0.2
0.33,3.36,2010-05-19,0.2
0.33,3.38,2010-05-18,0.21
0.34,3.47,2010-05-17,0.21
,,2010-05-16,0.2
,,2010-05-15,0.2
0.33,3.44,2010-05-14,0.2
0.38,3.55,2010-05-13,0.2
0.38,3.56,2010-05-12,0.2
0.37,3.56,2010-05-11,0.2
0.38,3.57,2010-05-10,0.2
,,2010-05-09,0.2
,,2010-05-08,0.2
0.37,3.45,2010-05-07,0.2
0.33,3.41,2010-05-06,0.2
0.38,3.58,2010-05-05,0.21
0.42,3.63,2010-05-04,0.21
0.39,3.72,2010-05-03,0.2
,,2010-05-02,0.2
,,2010-05-01,0.2
0.38,3.69,2010-04-30,0.2
0.38,3.76,2010-04-29,0.19
0.39,3.8,2010-04-28,0.2
0.39,3.71,2010-04-27,0.2
0.43,3.83,2010-04-26,0.2
,,2010-04-25,0.2
,,2010-04-24,0.2
0.43,3.84,2010-04-23,0.2
0.42,3.8,2010-04-22,0.2
0.41,3.77,2010-04-21,0.2
0.4,3.82,2010-04-20,0.2
0.4,3.83,2010-04-19,0.2
,,2010-04-18,0.21
,,2010-04-17,0.21
0.39,3.79,2010-04-16,0.21
0.41,3.86,2010-04-15,0.22
0.43,3.88,2010-04-14,0.2
0.43,3.84,2010-04-13,0.2
0.44,3.87,2010-04-12,0.19
,,2010-04-11,0.19
,,2010-04-10,0.19
0.45,3.9,2010-04-09,0.19
0.45,3.91,2010-04-08,0.19
0.46,3.89,2010-04-07,0.19
0.48,3.98,2010-04-06,0.2
0.44,4.01,2010-04-05,0.2
,,2010-04-04,0.2
,,2010-04-03,0.2
0.42,3.96,2010-04-02,0.2
0.39,3.89,2010-04-01,0.17
0.38,3.84,2010-03-31,0.09
0.4,3.88,2010-03-30,0.16
0.39,3.88,2010-03-29,0.16
,,2010-03-28,0.17
,,2010-03-27,0.17
0.4,3.86,2010-03-26,0.17
0.41,3.91,2010-03-25,0.17
0.41,3.84,2010-03-24,0.17
0.38,3.69,2010-03-23,0.17
0.39,3.67,2010-03-22,0.18
,,2010-03-21,0.18
,,2010-03-20,0.18
0.4,3.7,2010-03-19,0.18
0.39,3.68,2010-03-18,0.18
0.39,3.65,2010-03-17,0.18
0.4,3.66,2010-03-16,0.2
0.39,3.71,2010-03-15,0.2
,,2010-03-14,0.17
,,2010-03-13,0.17
0.4,3.71,2010-03-12,0.17
0.39,3.73,2010-03-11,0.15
0.38,3.73,2010-03-10,0.14
0.37,3.71,2010-03-09,0.14
0.35,3.72,2010-03-08,0.15
,,2010-03-07,0.17
,,2010-03-06,0.17
0.34,3.69,2010-03-05,0.17
0.31,3.61,2010-03-04,0.16
0.3,3.63,2010-03-03,0.15
0.3,3.62,2010-03-02,0.14
0.3,3.61,2010-03-01,0.14
,,2010-02-28,0.13
,,2010-02-27,0.13
0.3,3.61,2010-02-26,0.13
0.3,3.64,2010-02-25,0.12
0.32,3.7,2010-02-24,0.11
0.34,3.69,2010-02-23,0.12
0.35,3.8,2010-02-22,0.12
,,2010-02-21,0.13
,,2010-02-20,0.13
0.37,3.78,2010-02-19,0.13
0.35,3.79,2010-02-18,0.12
0.34,3.74,2010-02-17,0.12
0.33,3.66,2010-02-16,0.13
-9999.0,-9999.0,2010-02-15,0.12
,,2010-02-14,0.12
,,2010-02-13,0.12
0.34,3.69,2010-02-12,0.12
0.37,3.73,2010-02-11,0.12
0.37,3.72,2010-02-10,0.12
0.34,3.67,2010-02-09,0.13
0.29,3.62,2010-02-08,0.13
,,2010-02-07,0.13
,,2010-02-06,0.13
0.28,3.59,2010-02-05,0.13
0.29,3.62,2010-02-04,0.14
0.32,3.73,2010-02-03,0.13
0.3,3.67,2010-02-02,0.14
0.3,3.68,2010-02-01,0.14
,,2010-01-31,0.12
,,2010-01-30,0.12
0.28,3.63,2010-01-29,0.12
0.29,3.68,2010-01-28,0.12
0.31,3.66,2010-01-27,0.12
0.3,3.65,2010-01-26,0.12
0.28,3.66,2010-01-25,0.12
,,2010-01-24,0.11
,,2010-01-23,0.11
0.28,3.62,2010-01-22,0.11
0.3,3.62,2010-01-21,0.12
0.3,3.68,2010-01-20,0.13
0.32,3.73,2010-01-19,0.13
-9999.0,-9999.0,2010-01-18,0.12
,,2010-01-17,0.12
,,2010-01-16,0.12
0.32,3.7,2010-01-15,0.12
0.33,3.76,2010-01-14,0.11
0.36,3.8,2010-01-13,0.11
0.34,3.74,2010-01-12,0.11
0.3,3.85,2010-01-11,0.11
,,2010-01-10,0.11
,,2010-01-09,0.11
0.33,3.83,2010-01-08,0.11
0.36,3.85,2010-01-07,0.1
0.36,3.85,2010-01-06,0.12
0.37,3.77,2010-01-05,0.12
0.41,3.85,2010-01-04,0.12
,,2010-01-03,0.05
,,2010-01-02,0.05
-9999.0,-9999.0,2010-01-01,0.05
0.44,3.85,2009-12-31,0.05
0.42,3.8,2009-12-30,0.11
0.44,3.82,2009-12-29,0.12
0.44,3.85,2009-12-28,0.12
,,2009-12-27,0.11
,,2009-12-26,0.11
-9999.0,-9999.0,2009-12-25,0.11
0.41,3.82,2009-12-24,0.11
0.39,3.77,2009-12-23,0.11
0.39,3.76,2009-12-22,0.12
0.39,3.69,2009-12-21,0.12
,,2009-12-20,0.12
,,2009-12-19,0.12
0.35,3.55,2009-12-18,0.12
0.34,3.5,2009-12-17,0.13
0.37,3.61,2009-12-16,0.14
0.4,3.6,2009-12-15,0.13
0.33,3.56,2009-12-14,0.12
,,2009-12-13,0.12
,,2009-12-12,0.12
0.32,3.55,2009-12-11,0.12
0.29,3.49,2009-12-10,0.12
0.28,3.45,2009-12-09,0.12
0.26,3.4,2009-12-08,0.12
0.29,3.44,2009-12-07,0.12
,,2009-12-06,0.12
,,2009-12-05,0.12
0.33,3.48,2009-12-04,0.12
0.28,3.39,2009-12-03,0.13
0.26,3.32,2009-12-02,0.13
0.24,3.28,2009-12-01,0.13
0.25,3.21,2009-11-30,0.13
,,2009-11-29,0.12
,,2009-11-28,0.12
0.25,3.21,2009-11-27,0.12
-9999.0,-9999.0,2009-11-26,0.11
0.25,3.28,2009-11-25,0.11
0.27,3.32,2009-11-24,0.12
0.28,3.37,2009-11-23,0.12
,,2009-11-22,0.11
,,2009-11-21,0.11
0.26,3.36,2009-11-20,0.11
0.26,3.35,2009-11-19,0.11
0.29,3.36,2009-11-18,0.11
0.32,3.33,2009-11-17,0.12
0.28,3.33,2009-11-16,0.12
,,2009-11-15,0.12
,,2009-11-14,0.12
0.29,3.43,2009-11-13,0.12
0.29,3.45,2009-11-12,0.12
-9999.0,-9999.0,2009-11-11,0.13
0.3,3.5,2009-11-10,0.13
0.31,3.52,2009-11-09,0.12
,,2009-11-08,0.12
,,2009-11-07,0.12
0.31,3.54,2009-11-06,0.12
0.33,3.57,2009-11-05,0.13
0.33,3.57,2009-11-04,0.13
0.36,3.5,2009-11-03,0.12
0.36,3.45,2009-11-02,0.12
,,2009-11-01,0.11
,,2009-10-31,0.11
0.35,3.41,2009-10-30,0.11
0.38,3.53,2009-10-29,0.11
0.37,3.44,2009-10-28,0.11
0.38,3.49,2009-10-27,0.11
0.4,3.59,2009-10-26,0.11
,,2009-10-25,0.11
,,2009-10-24,0.11
0.39,3.51,2009-10-23,0.11
0.37,3.44,2009-10-22,0.11
0.39,3.42,2009-10-21,0.11
0.38,3.35,2009-10-20,0.12
0.34,3.41,2009-10-19,0.12
,,2009-10-18,0.12
,,2009-10-17,0.12
0.33,3.43,2009-10-16,0.12
0.32,3.49,2009-10-15,0.13
0.32,3.45,2009-10-14,0.12
0.32,3.34,2009-10-13,0.12
-9999.0,-9999.0,2009-10-12,0.12
,,2009-10-11,0.12
,,2009-10-10,0.12
0.35,3.4,2009-10-09,0.12
0.33,3.27,2009-10-08,0.12
0.32,3.21,2009-10-07,0.13
0.35,3.27,2009-10-06,0.12
0.34,3.24,2009-10-05,0.13
,,2009-10-04,0.13
,,2009-10-03,0.13
0.35,3.24,2009-10-02,0.13
0.35,3.21,2009-10-01,0.11
0.38,3.31,2009-09-30,0.07
0.39,3.31,2009-09-29,0.11
0.39,3.31,2009-09-28,0.13
,,2009-09-27,0.13
,,2009-09-26,0.13
0.4,3.34,2009-09-25,0.13
0.38,3.4,2009-09-24,0.14
0.4,3.44,2009-09-23,0.15
0.41,3.46,2009-09-22,0.15
0.36,3.49,2009-09-21,0.15
,,2009-09-20,0.16
,,2009-09-19,0.16
0.37,3.49,2009-09-18,0.16
0.37,3.42,2009-09-17,0.16
0.35,3.48,2009-09-16,0.17
0.36,3.47,2009-09-15,0.17
0.37,3.42,2009-09-14,0.16
,,2009-09-13,0.15
,,2009-09-12,0.15
0.36,3.34,2009-09-11,0.15
0.37,3.36,2009-09-10,0.16
0.38,3.48,2009-09-09,0.15
0.39,3.47,2009-09-08,0.15
-9999.0,-9999.0,2009-09-07,0.15
,,2009-09-06,0.15
,,2009-09-05,0.15
0.4,3.45,2009-09-04,0.15
0.4,3.33,2009-09-03,0.15
0.39,3.29,2009-09-02,0.16
0.42,3.38,2009-09-01,0.15
0.42,3.4,2009-08-31,0.15
,,2009-08-30,0.14
,,2009-08-29,0.14
0.43,3.46,2009-08-28,0.14
0.45,3.47,2009-08-27,0.14
0.44,3.44,2009-08-26,0.15
0.46,3.45,2009-08-25,0.15
0.4,3.48,2009-08-24,0.16
,,2009-08-23,0.16
,,2009-08-22,0.16
0.41,3.56,2009-08-21,0.16
0.39,3.42,2009-08-20,0.17
0.4,3.45,2009-08-19,0.17
0.4,3.51,2009-08-18,0.17
0.42,3.48,2009-08-17,0.17
,,2009-08-16,0.15
,,2009-08-15,0.15
0.41,3.55,2009-08-14,0.15
0.42,3.59,2009-08-13,0.15
0.44,3.72,2009-08-12,0.15
0.46,3.71,2009-08-11,0.16
0.47,3.8,2009-08-10,0.17
,,2009-08-09,0.17
,,2009-08-08,0.17
0.5,3.89,2009-08-07,0.17
0.46,3.79,2009-08-06,0.17
0.47,3.8,2009-08-05,0.17
0.45,3.7,2009-08-04,0.17
0.47,3.66,2009-08-03,0.18
,,2009-08-02,0.18
,,2009-08-01,0.18
0.47,3.52,2009-07-31,0.18
0.47,3.67,2009-07-30,0.17
0.49,3.69,2009-07-29,0.17
0.48,3.72,2009-07-28,0.15
0.44,3.75,2009-07-27,0.16
,,2009-07-26,0.15
,,2009-07-25,0.15
0.43,3.7,2009-07-24,0.15
0.45,3.72,2009-07-23,0.15
0.43,3.58,2009-07-22,0.14
0.43,3.5,2009-07-21,0.14
0.44,3.61,2009-07-20,0.15
,,2009-07-19,0.15
,,2009-07-18,0.15
0.45,3.67,2009-07-17,0.15
0.44,3.59,2009-07-16,0.15
0.47,3.63,2009-07-15,0.14
0.45,3.5,2009-07-14,0.13
0.45,3.38,2009-07-13,0.13
,,2009-07-12,0.15
,,2009-07-11,0.15
0.43,3.32,2009-07-10,0.15
0.45,3.44,2009-07-09,0.15
0.43,3.33,2009-07-08,0.16
0.45,3.47,2009-07-07,0.18
0.47,3.52,2009-07-06,0.18
,,2009-07-05,0.16
,,2009-07-04,0.16
-9999.0,-9999.0,2009-07-03,0.16
0.48,3.51,2009-07-02,0.17
0.53,3.55,2009-07-01,0.2
0.55,3.53,2009-06-30,0.22
0.46,3.51,2009-06-29,0.17
,,2009-06-28,0.18
,,2009-06-27,0.18
0.41,3.52,2009-06-26,0.18
0.43,3.55,2009-06-25,0.19
0.46,3.72,2009-06-24,0.21
0.46,3.65,2009-06-23,0.24
0.46,3.72,2009-06-22,0.24
,,2009-06-21,0.25
,,2009-06-20,0.25
0.48,3.79,2009-06-19,0.25
0.49,3.86,2009-06-18,0.25
0.47,3.68,2009-06-17,0.24
0.48,3.67,2009-06-16,0.22
0.48,3.76,2009-06-15,0.22
,,2009-06-14,0.17
,,2009-06-13,0.17
0.5,3.81,2009-06-12,0.17
0.51,3.88,2009-06-11,0.17
0.53,3.98,2009-06-10,0.18
0.54,3.86,2009-06-09,0.18
0.6,3.91,2009-06-08,0.21
,,2009-06-07,0.21
,,2009-06-06,0.21
0.61,3.84,2009-06-05,0.21
0.46,3.72,2009-06-04,0.2
0.44,3.56,2009-06-03,0.21
0.45,3.65,2009-06-02,0.2
0.44,3.71,2009-06-01,0.21
,,2009-05-31,0.19
,,2009-05-30,0.19
0.44,3.47,2009-05-29,0.19
0.45,3.67,2009-05-28,0.17
0.46,3.71,2009-05-27,0.17
0.47,3.5,2009-05-26,0.18
-9999.0,-9999.0,2009-05-25,0.17
,,2009-05-24,0.17
,,2009-05-23,0.17
0.46,3.45,2009-05-22,0.17
0.43,3.35,2009-05-21,0.17
0.42,3.19,2009-05-20,0.14
0.46,3.25,2009-05-19,0.15
0.48,3.22,2009-05-18,0.16
,,2009-05-17,0.17
,,2009-05-16,0.17
0.48,3.14,2009-05-15,0.17
0.48,3.1,2009-05-14,0.16
0.5,3.11,2009-05-13,0.16
0.52,3.17,2009-05-12,0.16
0.51,3.17,2009-05-11,0.17
,,2009-05-10,0.17
,,2009-05-09,0.17
0.54,3.29,2009-05-08,0.17
0.53,3.29,2009-05-07,0.18
0.5,3.18,2009-05-06,0.18
0.52,3.2,2009-05-05,0.2
0.48,3.19,2009-05-04,0.22
,,2009-05-03,0.22
,,2009-05-02,0.22
0.46,3.21,2009-05-01,0.22
0.46,3.16,2009-04-30,0.2
0.47,3.12,2009-04-29,0.18
0.49,3.05,2009-04-28,0.16
0.46,2.95,2009-04-27,0.17
,,2009-04-26,0.16
,,2009-04-25,0.16
0.47,3.03,2009-04-24,0.16
0.46,2.96,2009-04-23,0.17
0.49,2.98,2009-04-22,0.15
0.51,2.94,2009-04-21,0.15
0.52,2.88,2009-04-20,0.14
,,2009-04-19,0.13
,,2009-04-18,0.13
0.55,2.98,2009-04-17,0.13
0.52,2.86,2009-04-16,0.15
0.52,2.82,2009-04-15,0.16
0.53,2.8,2009-04-14,0.16
0.56,2.88,2009-04-13,0.13
,,2009-04-12,0.15
,,2009-04-11,0.15
-9999.0,-9999.0,2009-04-10,0.15
0.59,2.96,2009-04-09,0.14
0.58,2.86,2009-04-08,0.14
0.59,2.93,2009-04-07,0.14
0.56,2.95,2009-04-06,0.14
,,2009-04-05,0.13
,,2009-04-04,0.13
0.57,2.91,2009-04-03,0.13
0.56,2.77,2009-04-02,0.16
0.55,2.68,2009-04-01,0.16
0.55,2.71,2009-03-31,0.16
0.56,2.73,2009-03-30,0.16
,,2009-03-29,0.15
,,2009-03-28,0.15
0.56,2.78,2009-03-27,0.15
0.55,2.76,2009-03-26,0.16
0.58,2.81,2009-03-25,0.17
0.6,2.68,2009-03-24,0.17
0.58,2.68,2009-03-23,0.17
,,2009-03-22,0.18
,,2009-03-21,0.18
0.58,2.65,2009-03-20,0.18
0.58,2.61,2009-03-19,0.17
0.58,2.51,2009-03-18,0.18
0.67,3.02,2009-03-17,0.2
0.67,2.97,2009-03-16,0.2
,,2009-03-15,0.15
,,2009-03-14,0.15
0.66,2.89,2009-03-13,0.15
0.69,2.89,2009-03-12,0.18
0.7,2.95,2009-03-11,0.19
0.7,2.99,2009-03-10,0.2
0.66,2.89,2009-03-09,0.2
,,2009-03-08,0.2
,,2009-03-07,0.2
0.63,2.83,2009-03-06,0.2
0.63,2.83,2009-03-05,0.2
0.67,3.01,2009-03-04,0.21
0.65,2.93,2009-03-03,0.2
0.64,2.91,2009-03-02,0.22
,,2009-03-01,0.22
,,2009-02-28,0.22
0.69,3.02,2009-02-27,0.22
0.7,2.98,2009-02-26,0.22
0.72,2.95,2009-02-25,0.21
0.69,2.8,2009-02-24,0.21
0.67,2.78,2009-02-23,0.19
,,2009-02-22,0.2
,,2009-02-21,0.2
0.62,2.78,2009-02-20,0.2
0.65,2.85,2009-02-19,0.21
0.62,2.74,2009-02-18,0.23
0.59,2.64,2009-02-17,0.25
-9999.0,-9999.0,2009-02-16,0.22
,,2009-02-15,0.22
,,2009-02-14,0.22
0.6,2.89,2009-02-13,0.22
0.57,2.75,2009-02-12,0.23
0.59,2.78,2009-02-11,0.22
0.59,2.9,2009-02-10,0.24
0.56,3.07,2009-02-09,0.22
,,2009-02-08,0.23
,,2009-02-07,0.23
0.53,3.05,2009-02-06,0.23
0.51,2.95,2009-02-05,0.23
0.5,2.95,2009-02-04,0.24
0.5,2.89,2009-02-03,0.24
0.48,2.76,2009-02-02,0.24
,,2009-02-01,0.23
,,2009-01-31,0.23
0.48,2.87,2009-01-30,0.23
0.48,2.87,2009-01-29,0.23
0.46,2.71,2009-01-28,0.19
0.45,2.59,2009-01-27,0.18
0.45,2.7,2009-01-26,0.19
,,2009-01-25,0.18
,,2009-01-24,0.18
0.44,2.65,2009-01-23,0.18
0.41,2.62,2009-01-22,0.21
0.42,2.56,2009-01-21,0.23
0.41,2.4,2009-01-20,0.2
-9999.0,-9999.0,2009-01-19,0.19
,,2009-01-18,0.19
,,2009-01-17,0.19
0.42,2.36,2009-01-16,0.19
0.41,2.23,2009-01-15,0.18
0.41,2.24,2009-01-14,0.15
0.42,2.33,2009-01-13,0.1
0.4,2.34,2009-01-12,0.1
,,2009-01-11,0.09
,,2009-01-10,0.09
0.4,2.43,2009-01-09,0.09
0.41,2.47,2009-01-08,0.1
0.41,2.52,2009-01-07,0.11
0.42,2.51,2009-01-06,0.09
0.41,2.49,2009-01-05,0.11
,,2009-01-04,0.08
,,2009-01-03,0.08
0.38,2.46,2009-01-02,0.08
-9999.0,-9999.0,2009-01-01,0.14
0.35,2.25,2008-12-31,0.14
0.32,2.11,2008-12-30,0.09
0.34,2.13,2008-12-29,0.1
,,2008-12-28,0.09
,,2008-12-27,0.09
0.36,2.16,2008-12-26,0.09
-9999.0,-9999.0,2008-12-25,0.11
0.38,2.2,2008-12-24,0.11
0.4,2.18,2008-12-23,0.11
0.39,2.16,2008-12-22,0.11
,,2008-12-21,0.11
,,2008-12-20,0.11
0.43,2.13,2008-12-19,0.11
0.42,2.08,2008-12-18,0.11
0.44,2.2,2008-12-17,0.12
0.44,2.37,2008-12-16,0.17
0.47,2.53,2008-12-15,0.18
,,2008-12-14,0.15
,,2008-12-13,0.15
0.47,2.6,2008-12-12,0.15
0.48,2.64,2008-12-11,0.14
0.46,2.69,2008-12-10,0.11
0.46,2.67,2008-12-09,0.13
0.5,2.77,2008-12-08,0.12
,,2008-12-07,0.12
,,2008-12-06,0.12
0.51,2.67,2008-12-05,0.12
0.59,2.55,2008-12-04,0.2
0.68,2.67,2008-12-03,0.36
0.75,2.68,2008-12-02,0.47
0.79,2.72,2008-12-01,0.52
,,2008-11-30,0.52
,,2008-11-29,0.52
0.88,2.93,2008-11-28,0.52
-9999.0,-9999.0,2008-11-27,0.53
0.91,2.99,2008-11-26,0.53
0.93,3.11,2008-11-25,0.59
0.92,3.35,2008-11-24,0.62
,,2008-11-23,0.57
,,2008-11-22,0.57
0.81,3.2,2008-11-21,0.57
0.85,3.1,2008-11-20,0.49
0.95,3.38,2008-11-19,0.38
1.03,3.53,2008-11-18,0.38
1.05,3.68,2008-11-17,0.37
,,2008-11-16,0.34
,,2008-11-15,0.34
1.11,3.72,2008-11-14,0.34
1.13,3.84,2008-11-13,0.35
1.0,3.75,2008-11-12,0.35
-9999.0,-9999.0,2008-11-11,0.29
1.13,3.82,2008-11-10,0.29
,,2008-11-09,0.27
,,2008-11-08,0.27
